200.0000,1.8921
201.0000,1.4698
202.0000,2.0556
203.0000,1.2234
204.0000,1.1472
205.0000,1.1461
206.0000,1.3450
207.0000,1.0328
208.0000,1.1083
209.0000,1.0460
210.0000,1.1641
211.0000,1.1323
212.0000,1.0792
213.0000,1.0190
214.0000,1.0525
215.0000,1.0141
216.0000,1.0499
217.0000,1.0222
218.0000,1.0183
219.0000,0.9641
220.0000,0.9857
221.0000,0.9938
222.0000,0.9743
223.0000,0.9080
224.0000,0.9369
225.0000,0.9010
226.0000,0.9090
227.0000,0.8675
228.0000,0.8731
229.0000,0.8532
230.0000,0.8512
231.0000,0.8184
232.0000,0.8129
233.0000,0.7978
234.0000,0.7891
235.0000,0.7679
236.0000,0.7646
237.0000,0.7554
238.0000,0.7413
239.0000,0.7212
240.0000,0.7229
241.0000,0.7192
242.0000,0.7142
243.0000,0.6956
244.0000,0.6966
245.0000,0.6978
246.0000,0.6901
247.0000,0.6810
248.0000,0.6776
249.0000,0.6829
250.0000,0.6724
251.0000,0.6538
252.0000,0.6567
253.0000,0.6629
254.0000,0.6477
255.0000,0.6369
256.0000,0.6332
257.0000,0.6431
258.0000,0.6331
259.0000,0.6282
260.0000,0.6179
261.0000,0.6257
262.0000,0.6184
263.0000,0.6215
264.0000,0.6203
265.0000,0.6218
266.0000,0.6064
267.0000,0.5955
268.0000,0.6023
269.0000,0.6059
270.0000,0.6006
271.0000,0.5901
272.0000,0.5835
273.0000,0.5909
274.0000,0.5872
275.0000,0.5842
276.0000,0.5773
277.0000,0.5740
278.0000,0.5747
279.0000,0.5615
280.0000,0.5615
281.0000,0.5612
282.0000,0.5545
283.0000,0.5425
284.0000,0.5453
285.0000,0.5475
286.0000,0.5440
287.0000,0.5387
288.0000,0.5351
289.0000,0.5397
290.0000,0.5338
291.0000,0.5237
292.0000,0.5252
293.0000,0.5286
294.0000,0.5252
295.0000,0.5155
296.0000,0.5131
297.0000,0.5175
298.0000,0.5145
299.0000,0.5137
300.0000,0.5132
301.0000,0.5128
302.0000,0.5049
303.0000,0.4952
304.0000,0.5078
305.0000,0.4943
306.0000,0.5047
307.0000,0.4889
308.0000,0.4980
309.0000,0.4923
310.0000,0.4952
311.0000,0.4929
312.0000,0.4910
313.0000,0.4911
314.0000,0.4931
315.0000,0.4851
316.0000,0.4884
317.0000,0.4812
318.0000,0.4864
319.0000,0.4789
320.0000,0.4872
321.0000,0.4813
322.0000,0.5039
323.0000,0.4924
324.0000,0.4841
325.0000,0.4950
326.0000,0.4954
327.0000,0.4750
328.0000,0.4924
329.0000,0.4946
330.0000,0.4992
331.0000,0.4585
332.0000,0.4793
333.0000,0.4750
334.0000,0.4976
335.0000,0.4870
336.0000,0.4793
337.0000,0.4755
338.0000,0.4771
339.0000,0.4721
340.0000,0.4648
341.0000,0.4721
342.0000,0.4834
343.0000,0.4788
344.0000,0.4656
345.0000,0.4742
346.0000,0.4831
347.0000,0.4819
348.0000,0.4489
349.0000,0.4777
350.0000,0.4672
351.0000,0.4969
352.0000,0.4525
353.0000,0.4656
354.0000,0.4620
355.0000,0.4736
356.0000,0.4649
357.0000,0.4665
358.0000,0.5430
359.0000,0.5280
360.0000,0.4551
361.0000,0.5222
362.0000,0.5263
363.0000,0.5140
364.0000,0.5119
365.0000,0.5498
366.0000,0.5330
367.0000,0.4956
368.0000,0.4603
369.0000,0.4976
370.0000,0.4529
371.0000,0.5503
372.0000,0.5132
373.0000,0.4901
374.0000,0.4488
375.0000,0.5162
376.0000,0.5074
377.0000,0.4444
378.0000,0.4941
379.0000,0.4672
380.0000,0.4918
381.0000,0.4534
382.0000,0.4743
383.0000,0.4999
384.0000,0.5133
385.0000,0.4491
386.0000,0.4523
387.0000,0.4251
388.0000,0.4708
389.0000,0.4707
390.0000,0.4771
391.0000,0.4808
392.0000,0.4951
393.0000,0.4918
394.0000,0.4328
395.0000,0.4492
396.0000,0.4726
397.0000,0.4943
398.0000,0.4728
399.0000,0.4649
400.0000,0.4521
401.0000,0.4870
402.0000,0.4717
403.0000,0.4482
404.0000,0.4596
405.0000,0.4661
406.0000,0.4751
407.0000,0.4219
408.0000,0.4401
409.0000,0.4540
410.0000,0.4791
411.0000,0.4673
412.0000,0.4398
413.0000,0.4481
414.0000,0.4569
415.0000,0.4677
416.0000,0.4266
417.0000,0.4295
418.0000,0.4284
419.0000,0.4291
420.0000,0.4215
421.0000,0.4247
422.0000,0.4210
423.0000,0.4212
424.0000,0.4270
425.0000,0.4220
426.0000,0.4253
427.0000,0.4213
428.0000,0.4243
429.0000,0.4225
430.0000,0.4212
431.0000,0.4212
432.0000,0.4228
433.0000,0.4216
434.0000,0.4165
435.0000,0.4201
436.0000,0.4177
437.0000,0.4183
438.0000,0.4198
439.0000,0.4167
440.0000,0.4187
441.0000,0.4176
442.0000,0.4189
443.0000,0.4161
444.0000,0.4161
445.0000,0.4141
446.0000,0.4171
447.0000,0.4177
448.0000,0.4149
449.0000,0.4159
450.0000,0.4147
451.0000,0.4145
452.0000,0.4111
453.0000,0.4130
454.0000,0.4116
455.0000,0.4144
456.0000,0.4151
457.0000,0.4103
458.0000,0.4120
459.0000,0.4110
460.0000,0.4124
461.0000,0.4139
462.0000,0.4104
463.0000,0.4125
464.0000,0.4117
465.0000,0.4141
466.0000,0.4132
467.0000,0.4121
468.0000,0.4107
469.0000,0.4103
470.0000,0.4116
471.0000,0.4115
472.0000,0.4111
473.0000,0.4099
474.0000,0.4104
475.0000,0.4101
476.0000,0.4087
477.0000,0.4093
478.0000,0.4074
479.0000,0.4096
480.0000,0.4088
481.0000,0.4081
482.0000,0.4080
483.0000,0.4076
484.0000,0.4073
485.0000,0.4074
486.0000,0.4063
487.0000,0.4063
488.0000,0.4064
489.0000,0.4064
490.0000,0.4050
491.0000,0.4055
492.0000,0.4054
493.0000,0.4054
494.0000,0.4051
495.0000,0.4035
496.0000,0.4044
497.0000,0.4041
498.0000,0.4046
499.0000,0.4046
500.0000,0.4033
501.0000,0.4040
502.0000,0.4032
503.0000,0.4037
504.0000,0.4035
505.0000,0.4024
506.0000,0.4026
507.0000,0.4019
508.0000,0.4027
509.0000,0.4024
510.0000,0.4020
511.0000,0.4023
512.0000,0.4011
513.0000,0.4018
514.0000,0.4018
515.0000,0.4007
516.0000,0.4008
517.0000,0.4001
518.0000,0.4014
519.0000,0.4009
520.0000,0.3997
521.0000,0.4004
522.0000,0.3998
523.0000,0.4007
524.0000,0.4005
525.0000,0.3992
526.0000,0.3995
527.0000,0.3990
528.0000,0.3996
529.0000,0.3994
530.0000,0.3983
531.0000,0.3988
532.0000,0.3987
533.0000,0.3987
534.0000,0.3992
535.0000,0.3980
536.0000,0.3986
537.0000,0.3985
538.0000,0.3987
539.0000,0.3985
540.0000,0.3985
541.0000,0.3975
542.0000,0.3973
543.0000,0.3968
544.0000,0.3977
545.0000,0.3970
546.0000,0.3960
547.0000,0.3967
548.0000,0.3966
549.0000,0.3970
550.0000,0.3965
551.0000,0.3958
552.0000,0.3963
553.0000,0.3960
554.0000,0.3963
555.0000,0.3964
556.0000,0.3952
557.0000,0.3956
558.0000,0.3954
559.0000,0.3949
560.0000,0.3951
561.0000,0.3947
562.0000,0.3949
563.0000,0.3949
564.0000,0.3946
565.0000,0.3946
566.0000,0.3944
567.0000,0.3942
568.0000,0.3946
569.0000,0.3942
570.0000,0.3937
571.0000,0.3935
572.0000,0.3931
573.0000,0.3935
574.0000,0.3933
575.0000,0.3927
576.0000,0.3925
577.0000,0.3923
578.0000,0.3923
579.0000,0.3925
580.0000,0.3923
581.0000,0.3917
582.0000,0.3917
583.0000,0.3915
584.0000,0.3917
585.0000,0.3915
586.0000,0.3913
587.0000,0.3909
588.0000,0.3905
589.0000,0.3906
590.0000,0.3908
591.0000,0.3905
592.0000,0.3904
593.0000,0.3903
594.0000,0.3899
595.0000,0.3899
596.0000,0.3900
597.0000,0.3898
598.0000,0.3897
599.0000,0.3895
600.0000,0.3893
601.0000,0.3897
602.0000,0.3897
603.0000,0.3895
604.0000,0.3890
605.0000,0.3892
606.0000,0.3891
607.0000,0.3893
608.0000,0.3892
609.0000,0.3888
610.0000,0.3886
611.0000,0.3884
612.0000,0.3883
613.0000,0.3886
614.0000,0.3886
615.0000,0.3885
616.0000,0.3882
617.0000,0.3883
618.0000,0.3879
619.0000,0.3882
620.0000,0.3884
621.0000,0.3877
622.0000,0.3877
623.0000,0.3877
624.0000,0.3874
625.0000,0.3877
626.0000,0.3878
627.0000,0.3871
628.0000,0.3872
629.0000,0.3871
630.0000,0.3868
631.0000,0.3871
632.0000,0.3874
633.0000,0.3867
634.0000,0.3869
635.0000,0.3868
636.0000,0.3865
637.0000,0.3864
638.0000,0.3868
639.0000,0.3866
640.0000,0.3862
641.0000,0.3863
642.0000,0.3859
643.0000,0.3859
644.0000,0.3861
645.0000,0.3861
646.0000,0.3859
647.0000,0.3857
648.0000,0.3855
649.0000,0.3854
650.0000,0.3857
651.0000,0.3855
652.0000,0.3852
653.0000,0.3851
654.0000,0.3852
655.0000,0.3851
656.0000,0.3852
657.0000,0.3853
658.0000,0.3850
659.0000,0.3847
660.0000,0.3850
661.0000,0.3849
662.0000,0.3847
663.0000,0.3847
664.0000,0.3850
665.0000,0.3848
666.0000,0.3844
667.0000,0.3844
668.0000,0.3844
669.0000,0.3843
670.0000,0.3846
671.0000,0.3845
672.0000,0.3844
673.0000,0.3840
674.0000,0.3841
675.0000,0.3841
676.0000,0.3839
677.0000,0.3841
678.0000,0.3842
679.0000,0.3840
680.0000,0.3837
681.0000,0.3837
682.0000,0.3836
683.0000,0.3837
684.0000,0.3838
685.0000,0.3837
686.0000,0.3834
687.0000,0.3834
688.0000,0.3833
689.0000,0.3832
690.0000,0.3829
691.0000,0.3832
692.0000,0.3830
693.0000,0.3829
694.0000,0.3826
695.0000,0.3827
696.0000,0.3826
697.0000,0.3825
698.0000,0.3826
699.0000,0.3829
700.0000,0.3830
701.0000,0.3828
702.0000,0.3825
703.0000,0.3824
704.0000,0.3825
705.0000,0.3821
706.0000,0.3824
707.0000,0.3822
708.0000,0.3821
709.0000,0.3817
710.0000,0.3813
711.0000,0.3814
712.0000,0.3814
713.0000,0.3813
714.0000,0.3815
715.0000,0.3813
716.0000,0.3810
717.0000,0.3807
718.0000,0.3806
719.0000,0.3803
720.0000,0.3801
721.0000,0.3799
722.0000,0.3799
723.0000,0.3799
724.0000,0.3796
725.0000,0.3794
726.0000,0.3787
727.0000,0.3787
728.0000,0.3787
729.0000,0.3784
730.0000,0.3787
731.0000,0.3787
732.0000,0.3786
733.0000,0.3784
734.0000,0.3783
735.0000,0.3778
736.0000,0.3792
737.0000,0.3790
738.0000,0.3785
739.0000,0.3783
740.0000,0.3782
741.0000,0.3780
742.0000,0.3778
743.0000,0.3784
744.0000,0.3781
745.0000,0.3782
746.0000,0.3778
747.0000,0.3776
748.0000,0.3775
749.0000,0.3775
750.0000,0.3777
751.0000,0.3780
752.0000,0.3776
753.0000,0.3780
754.0000,0.3778
755.0000,0.3776
756.0000,0.3772
757.0000,0.3771
758.0000,0.3773
759.0000,0.3774
760.0000,0.3773
761.0000,0.3777
762.0000,0.3780
763.0000,0.3780
764.0000,0.3776
765.0000,0.3775
766.0000,0.3770
767.0000,0.3772
768.0000,0.3772
769.0000,0.3770
770.0000,0.3770
771.0000,0.3774
772.0000,0.3773
773.0000,0.3770
774.0000,0.3769
775.0000,0.3767
776.0000,0.3768
777.0000,0.3770
778.0000,0.3769
779.0000,0.3768
780.0000,0.3768
781.0000,0.3773
782.0000,0.3772
783.0000,0.3773
784.0000,0.3773
785.0000,0.3776
786.0000,0.3769
787.0000,0.3773
788.0000,0.3776
789.0000,0.3777
790.0000,0.3772
791.0000,0.3779
792.0000,0.3780
793.0000,0.3779
794.0000,0.3777
795.0000,0.3776
796.0000,0.3773
797.0000,0.3774
798.0000,0.3775
799.0000,0.3776
800.0000,0.3774
801.0000,0.3773
802.0000,0.3776
803.0000,0.3778
804.0000,0.3778
805.0000,0.3776
806.0000,0.3775
807.0000,0.3768
808.0000,0.3766
809.0000,0.3769
810.0000,0.3769
811.0000,0.3768
812.0000,0.3766
813.0000,0.3766
814.0000,0.3760
815.0000,0.3766
816.0000,0.3765
817.0000,0.3767
818.0000,0.3763
819.0000,0.3757
820.0000,0.3754
821.0000,0.3747
822.0000,0.3746
823.0000,0.3742
824.0000,0.3738
825.0000,0.3731
826.0000,0.3729
827.0000,0.3735
828.0000,0.3735
829.0000,0.3731
830.0000,0.3729
831.0000,0.3731
832.0000,0.3728
833.0000,0.3722
834.0000,0.3722
835.0000,0.3724
836.0000,0.3723
837.0000,0.3721
838.0000,0.3721
839.0000,0.3720
840.0000,0.3717
841.0000,0.3724
842.0000,0.3722
843.0000,0.3723
844.0000,0.3723
845.0000,0.3719
846.0000,0.3721
847.0000,0.3719
848.0000,0.3711
849.0000,0.3715
850.0000,0.3715
851.0000,0.3714
852.0000,0.3717
853.0000,0.3714
854.0000,0.3716
855.0000,0.3719
856.0000,0.3717
857.0000,0.3723
858.0000,0.3720
859.0000,0.3721
860.0000,0.3725
861.0000,0.3721
862.0000,0.3722
863.0000,0.3720
864.0000,0.3721
865.0000,0.3719
866.0000,0.3723
867.0000,0.3716
868.0000,0.3720
869.0000,0.3722
870.0000,0.3723
871.0000,0.3724
872.0000,0.3724
873.0000,0.3722
874.0000,0.3724
875.0000,0.3723
876.0000,0.3717
877.0000,0.3722
878.0000,0.3722
879.0000,0.3722
880.0000,0.3720
881.0000,0.3725
882.0000,0.3729
883.0000,0.3731
884.0000,0.3740
885.0000,0.3756
886.0000,0.3772
887.0000,0.3790
888.0000,0.3799
889.0000,0.3818
890.0000,0.3831
891.0000,0.3838
892.0000,0.3846
893.0000,0.3857
894.0000,0.3866
895.0000,0.3874
896.0000,0.3883
897.0000,0.3888
898.0000,0.3890
899.0000,0.3889
900.0000,0.3885
901.0000,0.3876
902.0000,0.3863
903.0000,0.3851
904.0000,0.3830
905.0000,0.3805
906.0000,0.3791
907.0000,0.3770
908.0000,0.3750
909.0000,0.3736
910.0000,0.3720
911.0000,0.3705
912.0000,0.3692
913.0000,0.3679
914.0000,0.3667
915.0000,0.3654
916.0000,0.3644
917.0000,0.3631
918.0000,0.3622
919.0000,0.3609
920.0000,0.3600
921.0000,0.3589
922.0000,0.3575
923.0000,0.3566
924.0000,0.3553
925.0000,0.3539
926.0000,0.3528
927.0000,0.3516
928.0000,0.3499
929.0000,0.3486
930.0000,0.3474
931.0000,0.3456
932.0000,0.3436
933.0000,0.3418
934.0000,0.3401
935.0000,0.3386
936.0000,0.3363
937.0000,0.3340
938.0000,0.3320
939.0000,0.3296
940.0000,0.3269
941.0000,0.3239
942.0000,0.3212
943.0000,0.3177
944.0000,0.3141
945.0000,0.3102
946.0000,0.3055
947.0000,0.3010
948.0000,0.2969
949.0000,0.2925
950.0000,0.2885
951.0000,0.2849
952.0000,0.2820
953.0000,0.2799
954.0000,0.2783
955.0000,0.2769
956.0000,0.2764
957.0000,0.2758
958.0000,0.2758
959.0000,0.2758
960.0000,0.2762
961.0000,0.2763
962.0000,0.2760
963.0000,0.2760
964.0000,0.2766
965.0000,0.2768
966.0000,0.2775
967.0000,0.2779
968.0000,0.2781
969.0000,0.2789
970.0000,0.2794
971.0000,0.2801
972.0000,0.2810
973.0000,0.2819
974.0000,0.2831
975.0000,0.2842
976.0000,0.2856
977.0000,0.2866
978.0000,0.2882
979.0000,0.2896
980.0000,0.2909
981.0000,0.2923
982.0000,0.2936
983.0000,0.2952
984.0000,0.2970
985.0000,0.2984
986.0000,0.2999
987.0000,0.3015
988.0000,0.3026
989.0000,0.3044
990.0000,0.3057
991.0000,0.3072
992.0000,0.3089
993.0000,0.3101
994.0000,0.3118
995.0000,0.3131
996.0000,0.3146
997.0000,0.3162
998.0000,0.3178
999.0000,0.3199
1000.0000,0.3218
1001.0000,0.3231
1002.0000,0.3249
1003.0000,0.3264
1004.0000,0.3279
1005.0000,0.3295
1006.0000,0.3303
1007.0000,0.3316
1008.0000,0.3324
1009.0000,0.3331
1010.0000,0.3338
1011.0000,0.3347
1012.0000,0.3352
1013.0000,0.3358
1014.0000,0.3367
1015.0000,0.3372
1016.0000,0.3376
1017.0000,0.3380
1018.0000,0.3384
1019.0000,0.3387
1020.0000,0.3390
1021.0000,0.3398
1022.0000,0.3402
1023.0000,0.3414
1024.0000,0.3420
1025.0000,0.3420
1026.0000,0.3426
1027.0000,0.3429
1028.0000,0.3433
1029.0000,0.3437
1030.0000,0.3444
1031.0000,0.3452
1032.0000,0.3459
1033.0000,0.3464
1034.0000,0.3464
1035.0000,0.3469
1036.0000,0.3481
1037.0000,0.3485
1038.0000,0.3495
1039.0000,0.3502
1040.0000,0.3510
1041.0000,0.3513
1042.0000,0.3515
1043.0000,0.3515
1044.0000,0.3525
1045.0000,0.3525
1046.0000,0.3532
1047.0000,0.3526
1048.0000,0.3529
1049.0000,0.3534
1050.0000,0.3536
1051.0000,0.3542
1052.0000,0.3541
1053.0000,0.3542
1054.0000,0.3534
1055.0000,0.3536
1056.0000,0.3532
1057.0000,0.3535
1058.0000,0.3531
1059.0000,0.3533
1060.0000,0.3520
1061.0000,0.3525
1062.0000,0.3523
1063.0000,0.3525
1064.0000,0.3526
1065.0000,0.3520
1066.0000,0.3513
1067.0000,0.3506
1068.0000,0.3509
1069.0000,0.3496
1070.0000,0.3484
1071.0000,0.3479
1072.0000,0.3480
1073.0000,0.3480
1074.0000,0.3478
1075.0000,0.3468
1076.0000,0.3461
1077.0000,0.3453
1078.0000,0.3456
1079.0000,0.3436
1080.0000,0.3432
1081.0000,0.3431
1082.0000,0.3422
1083.0000,0.3426
1084.0000,0.3413
1085.0000,0.3401
1086.0000,0.3398
1087.0000,0.3385
1088.0000,0.3378
1089.0000,0.3356
1090.0000,0.3361
1091.0000,0.3361
1092.0000,0.3353
1093.0000,0.3337
1094.0000,0.3336
1095.0000,0.3329
1096.0000,0.3321
1097.0000,0.3315
1098.0000,0.3309
1099.0000,0.3307
1100.0000,0.3303
